,0,1,2,3
5239,望月萌塔,5,看完电影去吃了一顿屎一样的印度菜,2012-11-22
5240,沉歌,5,末日之前最后的期待。看完出来手都是抖的，绝对的年度第一。,2012-11-22
5241,怪盗巴金斯,4,铺垫必要但有点长。沉船一段很震撼。视效很奇妙，通片很多有意思的镜头巧妙地展现3D效果，调度和镜头按理说比《雨果》更难，安叔做到了。人虎间的化学反应，又见安叔的融合主题。印象最深是少年跳到水里，看到远处的沉船，然后转身游回去那个镜头。,2012-09-29
5242,V_Lachesis,5,"本年度必看影片，没有之一：技术层面上是人类工业的极限之作，在李安对多元文化特质的灵性拿捏和对人性纯正精髓的细致提炼下，原著的庞大寓意找到了唯美的更具冲击力的影像载体。3D,“blue blah”等技术永远是工具，不会是真正好导演的借口或是绊脚石。",2012-11-19
5243,桃桃淘电影,4,人，总是要信。如片中所述，这个故事让你相信上帝。整部片子好像一则寓言，带着这个目标讲一段传说。跟书里一样，前面的部分略有些沉闷。熬过这一段，当冒险开始，一场惊险的奇幻冒险随之展开。蓝色的海、绿色的岛、白色小船、黄色老虎，电影的视觉很艳丽。虽然看过小说，仍会被感动。,2012-11-22
5244,荔枝超人,4,有梦想，有希望，有信念，有爱和一切美好的东西，还有那些似是而非的真相。这就是我们为什么看电影。,2012-11-22
5245,刘小黛,5,这就是π。抹去中间平庸情节，结尾神来之笔。能够悔罪的神若干，但是信仰只有一个。亲其神，信其道。心境平和，信众一家。只有经过考验，信仰才能显现其力量。第一回觉得3d没有喧宾夺主亦或束之高阁，全权为故事服务。这是一场寻找生命恢复思考的冒险。（看到衰老得不成形的杰拉尔·德帕迪约，心儿颤了,2012-11-22
5246,谢玩焉,3,真的谈不上五星那么棒，他想表达的其实都没有表达出来。信仰？告别？绝望？希望？还没美国派表达的清楚呢！,2012-11-22
5247,文白,5,有人喜欢拿它比较《阿凡达》，太技术的东西我一知半解，但在视觉上是不相上下的，更重要的是故事，《少年派》的故事完爆《阿凡达》！我们期望有更多这样的电影，以至于我们不会整天在烂片中逐渐丧失对电影的信心。4星半。,2012-11-22
5248,Printemps,5,看到最好的3d了,2012-09-29
5249,S.I.M.P.L.E,1,真心看不出好在哪儿 如果不是画面在撑着怕是早睡着了,2012-11-25
5250,Takki.,4,1）当Pi在船上与自己的信仰对话时 电影院里居然有笑声 这种人也只配在共产党的光辉照耀下生存 2）李安果然会讲故事 3）3D效果真是绚丽,2012-11-22
5251,judy,5,一則寓言，人與信仰，人與自然，人與自我。極佳的3D把感受融於視覺，做出最好的呼應效果。3D棒極了，更超越雨果的精采。能把小說拍成這樣好的電影，李安導演太厲害了!!!,2012-11-11
5252,奥特曼,5,活在童话里，未尝不是一种生活。,2012-11-22
5253,李三郎两鬓染霜,2,用东方思维和西方语言去讲一个关于信仰和认识的故事。用印度人和东亚人的面孔去保障亚太区域的票房，用西方面孔和人与动物间的交流去满足全球观众的熟识度和猎奇感。开始琐碎地为信仰点题，最终突然升华到信仰的主线。李安，以后不会为你走进电影院了。,2012-11-25
5254,碧梧,1,好一个心灵鸡汤样的电影。估计原著小说也很不入流。,2012-11-25
5255,握不住的灵魂,5,我们可确知一个圆的周长，确知它的半径，但是圆周率Pi是一个无限不循环的无理数，从一个可以完全测度的圆里脱离开去，陷入完全不可能穷尽的无理数里去。你可以计算Pi到亿兆尾数，但是你永远也无法得到完整的值，因为它无限延伸且不循环...... 有些镜头美到摒住呼吸. imax3d,2012-11-22
5256,二不休,5,被震得七零八落，画面、故事、主题都美得让人起鸡皮疙瘩。这127分钟已经不只是一个故事，它就是大旗虎皮所说的窗户、镜子和梦，它就是电影本身。,2012-11-22
5257,nothing传叔,5,临开场一分钟拎着6个川香双层鸡腿堡冲进影院，撞到了检票员，他喊道：急个屁啊，，，我回答：就是来看pi的啊。。。结果只电影片头吞了1个堡，后面完全忘记汉堡这茬了。。。台词好棒，老虎好棒，丁满好棒，，，其他的都被39370条短评给说完了。。。,2012-11-27
5258,Ms Phantom,5,深海中的小船和人生的命运何其相似？有太多的无能为力和意料之外，在归途我们经过镜海、飞鱼、孤岛、星河、如何划清梦境与现实的界限？我终于明白，所谓人生就是不断地放下，最令人难过的是，我沒能好好的和他们道別。生命的旅程不过是殊途同归，而孤独与爱是我们一生要面对的功课。,2012-11-22
5259,fwb,5,技术的发达帮助电影，已经可以越来越自由地完全成为一个导演的叙述。此时，导演的作用日益强大。李安创造了一个超越文化、地域、民族的世界，充满悲悯，大师之作。虽然，向好莱坞妥协的部分，有点多余,2012-11-13
5260,张小北,5,有一些疑问，但我想那不是这部电影的问题。“电影是什么？”这个问题没有答案，只有伴随着成长的不同历程。,2012-11-22
5261,云中,5,恐怖的连续杀人事件。虽然有浪漫的一面，但李安本质是个现实且不乏残酷的人。,2012-11-28
5262,Heroinee,5,买了零点的票~~那些打一分的都什么心态- -,2012-11-21
5263,徐晚晚,2,评分又虚高了忍不住打两星⋯⋯,2012-11-27
5264,薇羅尼卡,3,作为一个没有信仰的人，很抱歉，我除了绝美窒息的画面，什么都无法真正感受到，个人最爱场景为＂嘴里的小宇宙＂。,2012-11-24
5265,格雷斯唐 才没,5,太美了……而且涤荡心灵。Come on，以一只长颈鹿开场的电影怎么可能不成功！,2012-11-22
5266,天鹅之旅,3,为什么我觉得很一般呢,2012-11-25
5267,林微云,5,首映归来，我想打六星！,2012-11-22
5268,Jerry,4,再来个赵忠祥就齐活了,2012-11-25
5269,L叫兽,3,好吧，我冲着九分去的电影院。却发现这是李安最差的电影。故事弱化，思辨和冲突也不知所踪。不知道其他人都如何打的5分。也不知道为何这样的电影一定要拍3D.,2012-11-24
5270,彭萦,5,李安说，“我们要会讲故事，否则生活就像是Pi一样只是无限延续下去。” 但是，故事讲完了，就要懂得和它说再见，然后让它走。,2012-11-25
5271,眠去,5,太沉重和残忍的故事，可是到后来，请你重新拾起被摧毁过的纯真，我祝你永不失去。,2012-11-27
5272,偏时差,5,和吳同學走出電影院，兩個人都傻了，回到家裡好像都還沒有從電影中走出來。千言萬語不知道要如何表達。然後我就哭了。這是電影的力量，也是一個充滿了勇氣，外表平靜溫和卻勇敢挑戰自己的導演帶給我的震撼。我愛電影！！！真的太棒了！,2012-11-23
5273,小波福娃,5,好吧我承认，本以为原书不适合改编成电影的，抱着看你能拍成啥样的心态走进影院。。。结果，不枉为本年度最期待电影，3D效果赞死了原著党表示非常满意。,2012-11-22
5274,蘑菇安,5,人、虎、海三个个体与人性、兽性、神性的排列组合。壮观的飞鱼群、深海里莹莹的水母、腾空而起的鲸、星空映照下的海面…几乎每一帧都可以截下来做桌面！然后我就忍不住要吐槽了啊！那一岛的丁满啊！哈哈哈哈哈萌死个亲爹我了！还有PI的阿三英语啊哈哈哈，骚力骚力的我老忍不住想笑啊哈哈哈哈哈！,2012-11-22
5275,阿德,5,可以进入影史最美电影前十了，但李安的牛逼不仅于此，结局两个故事的版本，你能说哪个更接近真实呢？,2012-11-25
5276,EB,5,我没有信仰所以相信第二个故事。动物残杀情节很短，大篇幅讲老虎和派的故事，其实残酷的现实很快发生，剩下长达很久的内心斗争。,2012-11-22
5277,陈朝,5,我对读过原著的电影都心存疑虑，这次疑虑被打消了。克里希纳张开嘴，就能从中看到整个宇宙。,2012-11-23
5278,原来是西门大嫂,5,一直觉得电影最牛逼的地方就在于明明是一个骗人的游戏却不会产生谎言。导演把自己暴露在真空中任何一点小心思都会被洞穿，所以赤诚和才华在好作品中绝对缺一不可。Pi 绝对是够格洗礼的电影，叙述的上下层分布舒适，命题和故事排布结合的天衣无缝，重要的是真的很动人。安叔的心里有一个宇宙吧！,2012-11-23
5279,铲铲,4,也许生命就是不断地放下。而我只是遗憾没有好好的道别。,2012-11-22
5280,易老邪,3,我承认都是3D视效惹的祸，这样的画面太美、太温柔，才会在刹那之间让人感动的屁滚尿流。,2012-11-25
5281,FrancoiseZ,5,李安將pi漫長的海上漂流歷程，以視覺化的手法轉化成為層次分明的心境之旅。對我來說唯一的遺憾可能是覺得太正面了一點，本來期待會有一點黯黑的東西出現。不過這段從書到電影旅程很苦，故事中的Pi，還有所以參與這部片的工作人員以及創作者都是，或許是這樣這部片才會充滿如此強大的正面能量吧。,2012-11-08
5282,贝,5,这部电影就像格林童话一样，美好故事的背后是人性的凶残与野蛮，带来的心灵的震撼远比完美的特效开得深刻,2012-11-23
5283,琨琨嗷嗷,5,你相信这只老虎的眼睛里是一个生动的灵魂还是像阿爸说的那样，只是目光反射的投影呢？我不愿意相信后者，可是在我以为老虎和少年Pi已经心灵相通的时候，它竟然头也不回地走掉了。看到结尾我有点心灰意冷地想哭，而如果是有信仰的人，这时候应该是感动地想哭吧。,2012-11-23
5284,小黑陆子野,5,最后十五分钟，从四星到五星,2012-11-24
5285,Miaou,3,海景、星空、水下很美。真实生活中的美景被唯美壮丽的再现。拍成奇幻童话片能给五星。可非要往文艺、人性、哲学、宗教上靠，靠得刻意又生硬。。一开始胃口吊得很足，很期待，看到最后感觉粗劣、失望。。。导演没那个深度何必故做深沉，或者是故意迎合大众。。,2012-11-23
5286,歌無岸,5,你若没有梦，就让李安带你做一次。想想之前给那些电影都三颗星 这个五颗星确实有点少！,2012-11-22
5287,扭腰客,5,心有猛虎，择时而怒。李安一直在讲“选择”这个命题，从家庭三部曲到断背山、色戒、少年派，无非是选择性记忆和选择性遗忘，而信仰，其实本质上也是一项选择，即你选择以什么方式而生、而老、而病、而死。结尾相当开放，把诠释权留给了观众。,2012-11-25
